t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
7950,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7965,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7980,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
7995,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
8010,True,317.876,96.906,0.000,109.239,-0.000,12.333,False,0.000,0.983,14.268,0.000,216.14,67.74,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
8025,True,317.849,96.906,0.000,109.212,-0.000,12.306,False,0.000,0.983,14.268,0.000,216.14,67.71,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
8040,True,317.849,96.906,0.000,109.212,-0.000,12.306,False,0.000,0.983,14.268,0.000,216.14,67.71,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
8055,True,317.849,96.906,0.000,109.212,-0.000,12.306,False,0.000,0.983,14.268,0.000,216.14,67.71,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
8070,True,317.846,96.906,0.000,109.209,-0.000,12.303,False,0.000,0.983,14.268,0.000,216.14,67.71,37.99,0.00,0.00,0.0000,999.00000000,0.00000000
8085,True,317.922,97.035,0.000,109.338,-0.000,12.303,False,0.000,0.983,14.175,0.000,214.58,69.67,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8100,True,317.918,97.035,0.000,109.334,-0.000,12.299,False,0.000,0.983,14.175,0.000,214.58,69.67,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8115,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8130,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8145,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8160,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8175,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8190,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8205,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8220,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8235,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8250,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8265,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8280,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8295,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8310,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8325,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8340,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8355,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8370,True,318.471,97.035,0.000,109.887,-0.000,12.852,False,0.000,0.983,14.175,0.000,214.58,70.23,37.60,0.00,0.00,0.0000,999.00000000,0.00000000
8385,True,318.815,97.464,0.000,110.316,-0.000,12.852,False,0.000,0.983,14.209,0.000,215.14,69.90,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8400,True,318.811,97.464,0.000,110.312,-0.000,12.848,False,0.000,0.983,14.209,0.000,215.14,69.90,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8415,True,321.438,97.464,0.000,112.939,-0.000,15.475,False,0.000,0.982,14.209,0.000,215.14,72.56,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8430,True,321.435,97.464,0.000,112.936,-0.000,15.472,False,0.000,0.982,14.209,0.000,215.14,72.56,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8445,True,321.435,97.464,0.000,112.936,-0.000,15.472,False,0.000,0.982,14.209,0.000,215.14,72.56,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8460,True,321.435,97.464,0.000,112.936,-0.000,15.472,False,0.000,0.982,14.209,0.000,215.14,72.56,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8475,True,321.435,97.464,0.000,112.936,-0.000,15.472,False,0.000,0.982,14.209,0.000,215.14,72.56,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8490,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8505,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8520,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8535,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8550,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8565,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8580,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8595,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8610,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8625,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8640,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8655,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8670,True,321.431,97.464,0.000,112.932,-0.000,15.468,False,0.000,0.982,14.209,0.000,215.14,72.55,37.74,0.00,0.00,0.0000,999.00000000,0.00000000
8685,True,321.970,96.797,0.000,112.265,-0.000,15.468,False,0.000,0.982,14.327,0.000,217.12,70.68,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8700,True,321.961,96.797,0.000,112.256,-0.000,15.459,False,0.000,0.982,14.327,0.000,217.12,70.68,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8715,True,320.777,96.797,0.000,111.072,-0.000,14.275,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8730,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8745,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8760,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8775,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8790,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8805,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8820,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8835,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8850,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8865,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8880,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8895,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8910,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8925,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8940,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8955,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8970,True,320.778,96.797,0.000,111.073,-0.000,14.276,False,0.000,0.983,14.327,0.000,217.12,69.48,38.23,0.00,0.00,0.0000,999.00000000,0.00000000
8985,True,320.478,97.223,0.000,111.499,-0.000,14.276,False,0.000,0.983,14.271,0.000,216.18,70.32,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9000,True,320.473,97.223,0.000,111.494,-0.000,14.271,False,0.000,0.983,14.271,0.000,216.18,70.31,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9015,True,319.873,97.223,0.000,110.894,-0.000,13.671,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9030,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9045,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9060,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9075,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9090,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9105,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9120,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9135,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9150,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9165,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9180,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9195,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9210,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9225,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9240,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9255,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9270,True,319.874,97.223,0.000,110.895,-0.000,13.672,False,0.000,0.983,14.271,0.000,216.18,69.70,38.00,0.00,0.00,0.0000,999.00000000,0.00000000
9285,True,320.278,96.728,0.000,110.400,-0.000,13.672,False,0.000,0.983,14.263,0.000,216.06,70.25,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9300,True,320.278,96.728,0.000,110.400,-0.000,13.672,False,0.000,0.983,14.263,0.000,216.06,70.25,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9315,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9330,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9345,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9360,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9375,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9390,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9405,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9420,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9435,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9450,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9465,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9480,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9495,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9510,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9525,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9540,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9555,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9570,True,320.235,96.728,0.000,110.357,-0.000,13.629,False,0.000,0.983,14.263,0.000,216.06,70.21,37.96,0.00,0.00,0.0000,999.00000000,0.00000000
9585,True,319.499,97.323,0.000,110.952,-0.000,13.629,False,0.000,0.983,14.234,0.000,215.57,70.07,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9600,True,319.496,97.323,0.000,110.949,-0.000,13.626,False,0.000,0.983,14.234,0.000,215.57,70.07,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9615,True,318.911,97.323,0.000,110.364,-0.000,13.041,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9630,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9645,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9660,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9675,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9690,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9705,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9720,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9735,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9750,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9765,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9780,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9795,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9810,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9825,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9840,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9855,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9870,True,318.909,97.323,0.000,110.362,-0.000,13.039,False,0.000,0.983,14.234,0.000,215.57,69.48,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
9885,True,318.384,97.154,0.000,110.193,-0.000,13.039,False,0.000,0.983,14.192,0.000,214.87,69.80,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
9900,True,318.378,97.154,0.000,110.187,-0.000,13.033,False,0.000,0.983,14.192,0.000,214.87,69.79,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
9915,True,319.296,97.154,0.000,111.105,-0.000,13.951,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
9930,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
9945,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
9960,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
9975,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
9990,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10005,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10020,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10035,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10050,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10065,True,319.293,97.154,0.000,111.102,-0.000,13.948,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10080,True,319.292,97.154,0.000,111.101,-0.000,13.947,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10095,True,319.292,97.154,0.000,111.101,-0.000,13.947,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10110,True,319.292,97.154,0.000,111.101,-0.000,13.947,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10125,True,319.292,97.154,0.000,111.101,-0.000,13.947,False,0.000,0.983,14.192,0.000,214.87,70.72,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10140,True,319.266,97.154,0.000,111.075,-0.000,13.921,False,0.000,0.983,14.192,0.000,214.87,70.69,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10155,True,319.253,97.154,0.000,111.062,-0.000,13.908,False,0.000,0.983,14.192,0.000,214.87,70.68,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10170,True,319.253,97.154,0.000,111.062,-0.000,13.908,False,0.000,0.983,14.192,0.000,214.87,70.68,37.67,0.00,0.00,0.0000,999.00000000,0.00000000
10185,True,319.554,96.526,0.000,110.417,-0.000,13.891,False,0.000,0.983,14.236,0.000,215.60,70.08,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10200,True,319.548,96.526,0.000,110.411,-0.000,13.885,False,0.000,0.983,14.236,0.000,215.60,70.07,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10215,True,319.648,96.526,0.000,110.511,-0.000,13.985,False,0.000,0.983,14.236,0.000,215.60,70.18,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10230,True,319.645,96.526,0.000,110.508,-0.000,13.982,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10245,True,319.645,96.526,0.000,110.508,-0.000,13.982,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10260,True,319.645,96.526,0.000,110.508,-0.000,13.982,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10275,True,319.645,96.526,0.000,110.508,-0.000,13.982,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10290,True,319.645,96.526,0.000,110.508,-0.000,13.982,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10305,True,319.645,96.526,0.000,110.508,-0.000,13.982,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10320,True,319.643,96.526,0.000,110.506,-0.000,13.980,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10335,True,319.643,96.526,0.000,110.506,-0.000,13.980,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10350,True,319.643,96.526,0.000,110.506,-0.000,13.980,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10365,True,319.643,96.526,0.000,110.506,-0.000,13.980,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
10380,True,319.643,96.526,0.000,110.506,-0.000,13.980,False,0.000,0.983,14.236,0.000,215.60,70.17,37.85,0.00,0.00,0.0000,999.00000000,0.00000000
